# Dec(deg) RA(deg) MueE(photon*m)  NChan   AngErrorEstimate(deg)   MJD
16.799 152.715 1943.736 20 1.901 54731.39349677
3.205 63.594 2363.906 19 1.035 54731.42854322
25.160 105.799 6661.657 23 0.721 54731.44711606
10.202 230.597 2038.499 17 1.003 54731.45901049
30.156 131.663 1073.036 20 0.578 54731.47449560
54.954 239.298 988.497 20 1.033 54731.48776343
11.985 258.553 1782.440 26 0.682 54731.49519679
3.184 231.301 4850.584 33 0.659 54731.50287808
36.841 75.584 7730.492 40 1.535 54731.51462286
15.609 95.576 2106.625 21 1.338 54731.54741401
54.809 12.603 1996.228 13 0.909 54731.55422793
65.120 41.592 1452.841 26 2.453 54731.58805701
78.619 154.436 782.149 19 2.773 54731.59256906
32.092 18.292 4021.417 30 0.385 54731.65278090
39.156 195.060 1559.492 17 2.369 54731.66112901
20.973 35.150 1622.025 16 1.062 54731.74067079
36.732 25.618 1443.702 14 2.719 54731.81757669
41.748 194.024 1778.479 21 2.264 54731.83331805
35.887 281.911 2644.692 13 1.154 54731.88957259
56.522 116.445 824.221 17 0.675 54731.96915308
21.483 124.303 2400.379 18 2.569 54731.99803928
9.835 150.017 1884.085 19 1.358 54732.00882027
28.223 254.146 1678.319 21 1.171 54732.02022597
34.548 55.029 1609.373 17 2.297 54732.10341862
67.517 14.535 1534.878 27 0.895 54732.17212491
66.299 347.343 3734.093 28 1.251 54732.19692473
2.603 350.298 7091.924 39 2.560 54732.20766397
31.539 196.530 4029.003 19 0.487 54732.23624825
31.192 44.696 1906.714 19 1.032 54732.24189953
10.720 222.365 1134.083 23 0.867 54732.24584671
5.933 41.241 2076.727 29 0.428 54732.26391555
17.498 48.193 869.511 16 0.574 54732.30865712
21.898 44.962 3220.763 44 0.495 54732.35840331
61.732 320.966 1810.810 14 1.625 54732.38922076
50.546 43.669 1075.188 21 0.575 54732.43037227
28.867 112.569 11750.255 44 2.271 54732.43393669
10.222 263.348 1918.153 23 0.817 54732.43586512
70.562 304.047 2331.076 24 0.493 54732.45596878
0.690 308.846 3004.123 45 0.754 54732.46782229
43.867 249.403 966.013 14 1.015 54732.47085611
20.103 190.933 3571.978 25 1.828 54732.47250309
1.044 134.780 5606.311 28 0.733 54732.49821505
33.451 311.717 593.875 17 0.802 54732.54478780
15.750 297.877 1632.624 18 1.813 54732.61212280
65.351 242.645 1428.434 17 0.765 54732.67062063
5.769 332.688 3650.479 22 1.279 54732.69883400
49.914 203.264 4298.490 43 0.743 54732.70073138
13.547 197.903 13623.187 66 0.247 54732.71590333
0.741 240.638 3674.010 25 1.223 54732.72355165
64.618 352.124 1664.786 22 0.918 54732.80768153
4.136 193.548 3487.363 27 2.759 54732.83540237
15.554 160.223 6772.311 30 2.133 54732.85551831
45.963 42.976 2013.824 18 0.885 54732.94380801
27.133 20.889 3362.103 26 1.897 54732.96925113
46.505 196.527 1350.116 17 0.818 54732.96926675
58.186 117.153 1245.598 16 1.796 54732.99626738
67.322 270.624 2643.633 15 0.740 54733.02099722
33.849 209.653 9049.129 28 0.638 54733.02585304
38.870 237.372 1639.243 17 1.888 54733.02733573
41.936 5.544 11586.645 50 0.882 54733.08688090
46.409 90.381 1585.913 21 1.717 54733.11684920
24.844 354.083 5392.808 21 1.990 54733.13601010
2.997 144.754 4088.120 40 0.648 54733.15898657
13.509 235.425 4040.025 38 2.194 54733.24434593
7.623 226.989 3536.770 26 0.941 54733.31422286
42.778 241.704 3454.641 50 0.615 54733.33388332
49.896 144.257 1218.033 19 1.291 54733.35441099
17.692 104.648 3774.693 42 0.457 54733.40314439
5.988 280.209 2424.280 37 0.609 54733.41775804
52.549 241.466 1003.103 16 0.880 54733.44869616
3.968 91.964 1505.443 20 1.556 54733.54899101
17.422 159.667 1192.050 21 0.517 54733.56178506
50.374 337.689 1263.455 25 1.130 54733.56630483
64.104 63.022 3706.160 26 0.617 54733.57176861
10.900 110.499 2704.555 21 1.519 54733.59663609
8.534 238.625 4834.676 17 2.257 54733.61835175
45.504 247.750 1969.174 19 1.327 54733.65236164
23.997 333.386 1846.654 17 0.726 54733.66463463
71.707 281.347 3481.479 14 1.650 54733.68170571
1.902 327.523 4024.355 58 0.410 54733.68417876
22.201 261.303 3853.570 39 2.145 54733.69598685
0.300 283.040 5246.252 23 0.491 54733.70988419
4.359 246.154 3515.548 32 1.380 54733.72898462
28.914 173.981 7999.110 21 0.789 54733.75536694
20.567 334.931 6671.767 38 1.287 54733.78882131
37.887 62.082 1458.034 15 0.975 54733.82723526
11.998 136.860 2501.983 18 2.457 54733.82874608
61.857 273.361 1733.241 18 0.858 54733.88145096
11.955 233.208 1586.300 20 1.061 54733.89115487
4.490 167.266 13738.178 14 0.950 54733.90002901
4.567 91.877 1991.081 19 0.833 54733.90138426
6.065 303.584 8230.539 41 2.655 54733.92815836
20.304 298.924 2424.973 22 0.991 54733.93189925
8.933 15.949 1509.606 14 0.898 54733.93793362
25.121 15.068 2351.343 24 2.022 54733.94195801
19.181 164.821 2208.162 12 0.865 54734.07186405
49.128 154.404 1974.657 18 0.802 54734.15240037
18.453 272.518 2474.403 16 0.863 54734.17887503
13.441 210.755 4892.677 21 1.043 54734.19868226
0.120 184.836 1269.296 31 1.222 54734.20100556
5.856 184.925 4169.484 36 0.455 54734.28533870
14.517 302.515 2206.811 23 1.312 54734.29267996
41.573 294.945 2655.829 16 1.623 54734.39276860
2.175 142.196 3539.595 54 0.956 54734.49475006
2.921 326.887 2548.308 14 0.558 54734.50337970
79.709 175.609 977.325 21 1.734 54734.54652016
53.090 171.816 2978.157 16 0.871 54734.58915690
23.110 15.689 1124.671 23 1.574 54734.71376756
1.580 265.303 4135.654 21 1.701 54734.73372262
50.079 248.108 1230.932 20 0.932 54734.76809864
13.792 329.008 1866.990 16 1.355 54734.79898112
38.339 281.480 2531.992 21 1.009 54734.80108646
25.446 311.395 20095.640 20 2.285 54734.84007608
83.485 198.492 754.206 20 1.352 54734.84132219
25.961 278.992 1297.454 25 0.683 54734.90049000
19.682 222.320 2814.003 27 0.891 54734.92553906
4.402 120.536 4002.139 38 0.429 54734.95750739
23.325 201.365 7439.839 21 2.292 54734.96488509
7.411 272.760 1790.875 28 1.356 54734.96608510
5.532 357.169 2050.526 22 1.299 54734.96998461
16.354 54.039 2942.235 20 1.208 54734.98699887
2.628 333.349 4559.818 33 2.859 54735.05366714
57.607 283.336 1902.708 15 1.741 54735.07073876
10.414 306.135 1931.946 16 0.967 54735.11785424
11.988 153.230 1301.776 18 1.264 54735.12702606
1.547 341.135 2132.539 22 0.687 54735.14444564
17.540 122.271 3177.348 28 1.164 54735.22307719
12.191 20.043 2710.911 27 0.460 54735.25144466
0.366 51.107 4640.615 30 1.978 54735.33848704
27.550 244.052 1413.419 28 0.863 54735.34787254
6.263 158.755 6310.022 34 0.889 54735.35282819
47.680 339.979 1941.187 26 1.067 54735.37974638
63.405 289.344 1823.823 16 1.234 54735.41405472
22.394 165.869 3076.154 20 2.385 54735.41650317
2.669 217.355 3429.550 22 2.290 54735.42009761
71.228 183.640 804.538 16 1.237 54735.42249795
29.020 5.966 2468.535 18 1.008 54735.46018038
21.726 188.668 1757.291 19 1.094 54735.46163499
30.690 168.666 10260.264 55 0.600 54735.51990672
82.791 355.588 1017.959 23 1.763 54735.52534153
9.848 272.755 5410.972 23 1.777 54735.55923381
64.674 208.049 3527.709 23 2.579 54735.60588554
9.876 212.497 6610.166 28 0.680 54735.60830919
36.668 28.907 2157.068 27 0.725 54735.62301590
52.634 3.745 3109.969 31 1.310 54735.65950961
3.465 355.422 1560.976 20 0.961 54735.70784713
58.514 45.479 3657.819 52 0.285 54735.73024531
4.001 6.230 4631.913 35 0.504 54735.77843578
14.608 192.870 3587.651 31 0.708 54735.78598554
18.268 203.920 1060.248 15 0.814 54735.78788678
28.963 74.074 5934.253 37 1.037 54735.83039987
46.321 141.985 4175.619 28 0.739 54735.84517312
39.709 235.441 1902.242 19 0.692 54735.86299871
6.416 266.059 1975.051 21 1.138 54735.88231279
14.818 248.854 7603.100 54 2.287 54735.94645431
0.266 70.048 1315.959 14 0.768 54735.94829608
39.828 75.861 3310.024 16 0.735 54735.96761619
26.945 149.878 3539.122 35 2.142 54735.97030412
40.881 65.282 5787.062 30 2.169 54736.02679180
21.237 45.325 1420.300 14 1.422 54736.03271871
20.904 165.566 2170.417 16 2.659 54736.07103436
6.813 125.433 1629.887 16 1.591 54736.10480367
54.873 183.010 1689.662 21 1.114 54736.11623632
31.952 242.367 2190.722 23 1.193 54736.14046124
55.695 98.778 1167.435 17 1.041 54736.18075584
62.063 61.176 2222.521 18 0.482 54736.18824754
18.512 8.458 2504.513 19 0.904 54736.27269953
5.067 227.310 2108.272 24 0.924 54736.30958971
13.152 195.828 9343.109 43 1.119 54736.33551354
3.982 80.893 2120.341 22 1.027 54736.34326001
70.978 49.021 964.027 19 1.100 54736.36946384
13.052 137.577 3091.477 32 0.950 54736.43019545
60.738 345.839 8426.240 60 0.840 54736.44426670
73.700 198.446 2243.295 23 0.965 54736.45271595
19.973 293.079 1470.713 22 0.571 54736.54854360
6.966 153.337 1103.154 18 1.160 54736.58550615
75.060 349.846 1047.341 13 1.991 54736.59290685
8.420 277.514 4672.357 33 0.397 54736.62112976
56.577 32.039 2222.166 18 0.701 54736.62368521
14.738 196.668 1674.778 25 1.367 54736.64500109
1.083 90.097 3007.436 27 2.077 54736.64861814
6.339 326.103 11006.415 30 1.219 54736.72621553
36.397 42.852 2042.614 20 1.528 54736.73253793
33.101 341.289 7121.535 15 1.069 54736.76202257
41.771 109.679 2205.113 21 0.693 54736.76285936
1.596 35.936 2960.394 38 0.794 54736.78942291
26.199 249.469 3065.663 27 0.893 54736.79654946
59.877 43.846 2517.242 32 0.451 54736.82105473
49.373 292.051 1481.959 18 1.160 54736.83503415
21.021 121.423 1747.221 18 1.092 54736.91177625
5.058 67.903 3729.321 19 0.981 54736.93909153
32.728 134.916 2916.230 25 1.039 54736.95192302
21.999 209.767 5120.251 26 2.373 54736.96054281
23.324 90.067 1852.556 25 0.818 54737.02637242
9.414 247.894 7222.940 33 1.471 54737.05806437
67.322 302.457 1637.808 31 0.935 54737.06054533
2.396 280.990 2922.004 21 2.911 54737.09973597
43.208 65.953 1196.707 21 0.669 54737.10942711
21.401 68.085 3709.123 17 0.800 54737.11437010
6.594 352.435 2453.116 23 0.967 54737.19461169
42.398 17.249 1123.900 16 0.905 54737.22571405
9.065 155.342 2933.282 35 1.179 54737.24449688
54.305 224.881 1603.893 33 1.618 54737.27639063
11.567 275.331 5895.739 27 2.398 54737.28445101
19.804 49.479 1206.066 18 1.112 54737.29983322
20.069 51.779 1087.437 17 0.917 54737.30548632
44.728 138.010 6313.106 31 1.347 54737.31476581
1.927 153.031 1146.765 18 1.210 54737.31705618
33.191 301.175 1882.000 17 2.228 54737.38215417
4.414 259.813 16886.638 134 0.280 54737.39617438
17.991 139.057 7347.409 47 1.152 54737.39743651
10.358 174.966 1981.007 13 1.498 54737.40341798
30.056 34.839 1802.274 20 1.059 54737.43660589
7.999 78.161 5712.163 21 1.404 54737.46016693
22.866 117.676 3725.278 30 0.576 54737.48765354
15.079 302.178 9800.106 33 0.506 54737.48808332
10.082 323.932 2817.709 25 2.573 54737.50285487
20.597 145.931 3881.376 20 1.726 54737.52266119
13.199 254.396 5173.913 29 2.188 54737.54342086
9.469 301.287 1553.913 15 1.758 54737.54425334
65.956 128.143 1533.701 22 1.121 54737.54780414
6.867 359.476 1949.621 14 0.967 54737.55342563
7.017 289.793 5547.227 45 0.932 54737.59125748
18.403 153.501 1986.339 17 1.495 54737.61976099
11.931 41.566 2771.373 24 1.496 54737.64498147
8.155 354.999 2677.533 32 0.916 54737.64769259
24.900 348.728 1995.937 18 1.362 54737.64985766
26.795 174.697 4305.987 35 0.709 54737.65012477
15.957 123.138 3982.024 35 1.351 54737.68616541
55.459 293.027 1851.603 15 0.955 54737.71911300
6.841 218.410 2598.333 24 2.249 54737.72063395
15.953 82.431 1852.144 22 0.777 54737.76211483
53.947 347.339 4526.597 28 1.377 54737.76349461
73.420 8.460 2141.581 28 0.646 54737.78106220
64.551 146.444 1478.431 15 2.387 54737.79511033
2.666 190.298 3882.198 33 0.786 54737.82346437
40.415 148.521 2258.181 14 1.280 54737.84634728
0.705 70.296 4474.598 21 0.634 54737.84894684
14.203 152.519 5390.050 14 1.356 54737.86269018
10.003 327.421 14452.998 21 1.037 54737.87575086
8.123 263.350 2267.992 23 0.435 54737.88039894
20.649 34.322 1159.892 15 0.567 54737.89873297
3.681 256.013 7338.555 64 0.374 54737.91200524
7.684 116.266 1848.391 18 1.528 54737.92015450
42.186 170.893 3059.293 16 0.896 54737.97122501
48.765 268.532 2134.319 21 0.627 54738.00967965
43.253 147.234 1950.204 30 0.336 54738.03346912
29.950 15.358 10110.029 30 0.563 54738.04772862
50.406 322.035 2168.822 13 0.677 54738.06440924
46.066 285.661 3040.201 16 0.971 54738.09551874
25.027 188.590 74952.202 38 1.389 54738.10215296
42.928 272.390 11787.789 39 1.133 54738.12521919
61.685 26.588 3179.265 12 0.793 54738.17122789
31.424 347.842 1330.693 28 1.208 54738.17652937
52.667 289.498 2463.842 18 1.304 54738.21167451
25.767 63.242 1719.024 18 2.140 54738.21326999
29.163 166.517 1241.001 17 0.599 54738.23995925
69.972 26.132 1521.331 25 2.578 54738.26490247
5.364 136.208 1971.150 17 1.433 54738.26659935
11.271 356.371 1799.890 16 1.373 54738.27630601
11.074 200.912 5955.383 48 0.643 54738.29704844
10.174 320.190 3649.328 12 1.041 54738.30122560
43.257 281.231 1198.997 17 2.206 54738.30635401
42.878 192.326 2666.140 47 0.894 54738.30727699
21.918 91.651 1452.719 18 1.034 54738.33464744
0.355 98.725 2190.399 21 0.855 54738.39382233
63.398 221.147 6562.461 18 2.693 54738.40559083
7.136 283.873 1690.325 16 2.539 54738.50672672
49.463 354.311 5596.374 36 2.157 54738.53578966
41.344 303.665 6962.911 19 1.844 54738.53639022
48.296 323.649 2067.884 19 0.883 54738.58256394
63.675 22.563 2282.118 40 0.481 54738.61021291
6.672 252.528 2444.172 16 0.834 54738.62536173
5.537 153.662 2903.303 20 0.799 54738.66402061
20.389 179.203 3272.726 20 1.504 54738.70274932
26.255 321.279 15141.023 61 0.832 54738.73170746
5.706 233.885 2902.166 20 2.045 54738.76822127
3.341 341.356 5630.858 24 1.429 54738.76893920
7.002 75.108 2567.563 13 1.148 54738.79623952
1.345 201.758 3906.333 14 0.866 54738.81385204
37.817 94.958 2492.742 28 1.095 54738.84861229
54.805 279.785 2268.106 16 0.590 54738.86440238
16.215 358.473 1910.807 15 1.507 54738.92426296
1.287 79.208 1567.309 22 0.579 54738.96850225
71.046 162.771 928.103 21 1.302 54738.97822521
22.802 218.434 14045.188 25 0.885 54739.03356322
71.927 257.492 1769.528 22 2.068 54739.05964147
0.727 6.812 25712.629 41 1.550 54739.06174094
28.972 176.108 1676.415 18 0.926 54739.06205280
28.878 14.903 1687.933 18 0.915 54739.11474091
28.325 294.338 4426.537 24 1.339 54739.15180307
9.386 65.450 2857.823 15 2.514 54739.17226454
20.757 181.558 3262.229 24 0.608 54739.20557726
11.300 168.058 5612.841 28 0.612 54739.22197409
2.325 100.695 2365.617 20 2.741 54739.22280236
4.222 50.731 1801.160 33 1.165 54739.29685942
41.219 87.126 3027.541 17 1.944 54739.30075773
74.756 161.618 2264.611 30 0.741 54739.31059878
63.223 181.137 1946.740 21 1.762 54739.39706484
23.751 67.268 7444.964 21 2.355 54739.41216139
61.459 314.164 1644.676 29 1.144 54739.43381229
37.615 174.851 106185.276 206 0.746 54739.47907219
30.530 314.655 3243.322 27 2.466 54739.50298271
31.597 72.255 2789.816 16 0.853 54739.51083193
48.925 338.039 1746.201 15 0.614 54739.51270801
5.968 100.305 1263.121 17 0.730 54739.52033865
7.052 40.288 32607.703 97 1.011 54739.55267086
60.894 116.179 963.301 17 1.574 54739.57327927
23.061 4.980 1396.559 19 0.765 54739.60296600
14.441 154.224 4111.360 23 0.557 54739.62475436
11.809 117.083 5810.023 31 2.532 54739.70640792
22.182 8.248 1570.240 16 1.193 54739.75776955
68.201 163.757 1260.484 13 2.055 54739.82167792
21.552 149.174 4081.172 25 0.657 54739.83189775
0.816 123.999 2640.482 25 1.090 54739.86852314
11.211 130.885 2385.091 18 1.445 54739.87338868
3.559 90.387 3986.995 30 1.882 54739.95316845
8.319 141.327 5356.208 25 0.477 54739.96588499
23.484 286.576 1697.111 20 2.415 54740.00701367
6.575 337.134 3005.500 37 0.825 54740.07432052
16.946 259.620 5409.745 22 2.931 54740.18139358
63.792 47.235 1831.659 11 0.420 54740.21317284
1.872 258.931 5754.974 24 1.543 54740.24163869
6.977 260.859 1855.737 22 1.365 54740.34687227
70.925 280.254 2387.564 33 1.974 54740.38994957
17.106 60.204 4198.665 17 1.753 54740.39568504
57.741 236.372 1746.767 25 0.521 54740.39946968
53.528 129.114 4098.407 32 0.933 54740.44226212
5.192 286.915 15548.692 59 1.142 54740.45120133
78.160 181.814 858.858 26 1.305 54740.46291722
6.616 37.295 1511.637 17 2.403 54740.49865675
33.343 58.124 5309.220 22 1.276 54740.55033575
8.671 224.472 2183.036 16 1.986 54740.56927294
38.855 348.418 1599.046 31 0.665 54740.62257628
58.649 292.796 1945.944 20 1.873 54740.63533233
28.657 347.524 1804.305 19 0.572 54740.69149664
56.709 115.667 1272.374 17 1.349 54740.71040216
10.415 68.326 3276.151 25 2.352 54740.73811841
81.662 189.020 3496.799 31 0.288 54740.79670215
50.896 75.002 4936.355 23 0.999 54740.81075807
38.999 127.958 1468.724 19 2.260 54740.86925374
67.074 12.767 732.137 15 1.246 54740.91435755
12.665 328.858 2659.113 17 0.957 54740.94557874
15.588 282.043 4720.779 19 1.196 54740.94793400
47.489 115.848 1682.134 23 0.494 54740.97430790
0.304 119.717 2303.081 21 2.245 54740.98452284
6.127 269.763 1625.750 16 1.040 54741.00331704
34.093 210.100 4798.569 17 1.695 54741.06422922
38.064 43.316 3153.502 17 2.106 54741.09866457
13.144 318.773 1117.741 16 1.430 54741.09937992
45.762 161.236 2764.389 63 0.635 54741.11035368
9.731 161.295 10594.388 33 1.525 54741.11584461
35.281 234.441 3510.127 22 0.987 54741.11732113
52.064 317.302 2373.551 13 1.316 54741.14253894
45.167 33.892 3237.003 23 0.581 54741.15696308
28.204 345.198 4249.190 30 1.935 54741.16751965
11.285 186.986 3982.272 18 0.373 54741.17149199
23.971 143.502 6240.724 41 0.840 54741.20527111
17.982 35.422 4847.319 24 0.898 54741.21571112
7.602 269.140 5268.242 35 1.593 54741.30574756
79.240 104.513 6552.328 29 2.199 54741.31034506
72.967 20.464 4224.006 36 1.282 54741.31785964
57.579 6.493 875.749 18 1.018 54741.32389799
29.018 322.052 2319.362 25 1.160 54741.33693053
51.475 152.934 3772.688 18 2.472 54741.38538215
4.407 228.894 1565.999 21 0.632 54741.40349378
35.266 83.399 4837.054 20 2.172 54741.40767219
0.513 123.949 2299.834 18 0.521 54741.44843274
60.281 76.731 1833.638 32 0.319 54741.44985763
39.136 313.160 5044.254 22 1.079 54741.45866652
23.551 254.322 2770.796 26 2.007 54741.46017646
20.029 320.155 2053.361 22 0.510 54741.46902201
71.458 88.218 1021.098 21 1.742 54741.49902132
44.302 128.749 5479.847 18 1.637 54741.50451324
35.352 324.164 1595.768 15 1.189 54741.51570553
11.419 141.205 1801.929 19 1.411 54741.52632063
57.827 301.069 2356.059 23 1.480 54741.55716130
23.233 114.131 1750.379 19 1.349 54741.57439097
18.720 304.151 2110.357 13 1.147 54741.59393864
2.306 323.024 2477.890 32 0.929 54741.61264240
14.555 192.629 2779.628 25 0.903 54741.61467571
26.346 312.694 2537.591 25 1.277 54741.68424567
2.416 253.671 2333.397 16 0.809 54741.69278835
24.777 26.573 2231.199 23 0.865 54741.70134258
25.845 285.026 1599.721 14 1.708 54741.71313717
26.078 40.484 3291.057 33 0.412 54741.72925965
68.064 241.168 2035.607 22 0.603 54741.73503175
0.308 145.495 9380.566 60 0.676 54741.76148661
16.355 288.835 2346.712 20 1.945 54741.84013100
41.212 256.160 1693.140 26 0.601 54741.84283933
38.918 275.271 2563.013 20 1.401 54741.90913873
25.830 160.829 6208.175 19 2.550 54741.98917628
17.025 339.425 5620.268 25 1.036 54742.00446492
19.032 78.854 1325.331 20 0.686 54742.01539269
54.459 297.661 8945.622 28 1.787 54742.03610470
41.590 160.430 2574.584 17 0.389 54742.06543876
46.135 340.981 2654.548 20 1.761 54742.16272101
63.950 303.164 742.998 13 0.860 54742.18351931
58.005 359.692 2259.384 17 0.877 54742.18819160
20.232 205.079 5162.089 39 0.555 54742.22272513
43.732 196.653 2738.952 30 0.817 54742.22620342
2.661 169.722 2504.156 19 1.350 54742.23002853
31.479 230.793 26854.339 20 0.732 54742.24280684
11.329 43.781 2725.920 44 0.427 54742.26465158
14.064 130.327 1759.874 14 1.123 54742.26559237
40.596 47.912 1542.601 23 0.392 54742.28030215
20.922 237.892 2482.086 16 1.689 54742.31745604
3.185 29.614 3101.521 25 1.293 54742.37225605
18.974 97.538 3178.342 28 2.639 54742.38141752
74.418 344.028 1334.124 11 0.741 54742.38244987
0.171 289.797 2954.266 20 1.014 54742.38362992
72.273 294.347 2262.505 18 1.787 54742.40889223
